token,tag
wall,I_built_obj
are,O
existing,O
positioned,O
within,O
room,B_loc_space
9.04,B_name
",",O
inside,O
the,O
11th,B_ordinal
storey,B_loc_level
"how many curtain wall are existing positioned within room 9.04 , inside the 11th storey",sentence
tell,O
me,O
how,O
many,O
ramps,B_built_obj
items,O
are,O
existing,O
placed,O
in,O
zone,B_loc_space
2AC1-B,B_name
within,O
twenty,B_ordinal
first,I_ordinal
storey,B_loc_level
?,O
tell me how many ramps items are existing placed in zone 2AC1-B within twenty first storey ?,sentence
overall,O
how,O
many,O
stairs,B_built_obj
case,I_built_obj
of,O
this,O
model,O
are,O
existing,O
contained,O
within,O
zone,B_loc_space
2B23,B_name
within,O
thirteenth,B_ordinal
level,B_loc_level
?,O
overall how many stairs case of this model are existing contained within zone 2B23 within thirteenth level ?,sentence
how,O
many,O
railing,B_built_obj
elements,O
are,O
existing,O
positioned,O
within,O
space,B_loc_space
2D06,B_name
",",O
in,O
the,O
eleventh,B_ordinal
level,B_loc_level
?,O
"how many railing elements are existing positioned within space 2D06 , in the eleventh level ?",sentence
how,O
many,O
windows,B_built_obj
objects,O
of,O
the,O
model,O
that,O
exist,O
there,O
in,O
room,B_loc_space
1D39,B_name
in,O
6th,B_ordinal
floor,B_loc_level
how many windows objects of the model that exist there in room 1D39 in 6th floor,sentence
overall,O
how,O
many,O
members,B_built_obj
elements,O
is,O
there,O
contained,O
in,O
room,B_loc_space
2C22,B_name
in,O
fourteenth,B_ordinal
storey,B_loc_level
overall how many members elements is there contained in room 2C22 in fourteenth storey,sentence
tell,O
me,O
how,O
many,O
stair,B_built_obj
flight,I_built_obj
items,O
are,O
available,O
inside,O
room,B_loc_space
1CS3,B_name
within,O
twenty,B_ordinal
sixth,I_ordinal
level,B_loc_level
tell me how many stair flight items are available inside room 1CS3 within twenty sixth level,sentence
how,O
many,O
finishings,B_built_obj
of,O
this,O
model,O
that,O
exist,O
there,O
contained,O
in,O
room,B_loc_space
5.04,B_name
",",O
in,O
thirty-first,B_ordinal
floor,B_loc_level
"how many finishings of this model that exist there contained in room 5.04 , in thirty-first floor",sentence
tell,O
me,O
how,O
many,O
windows,B_built_obj
of,O
this,O
model,O
exist,O
located,O
inside,O
space,B_loc_space
1D03,B_name
",",O
at,O
twenty,B_ordinal
eighth,I_ordinal
storey,B_loc_level
"tell me how many windows of this model exist located inside space 1D03 , at twenty eighth storey",sentence
overall,O
how,O
many,O
covering,B_built_obj
of,O
the,O
model,O
are,O
there,O
positioned,O
inside,O
space,B_loc_space
2B8,B_name
",",O
inside,O
twentieth,B_ordinal
story,B_loc_level
"overall how many covering of the model are there positioned inside space 2B8 , inside twentieth story",sentence
overall,O
how,O
many,O
stair,B_built_obj
railings,I_built_obj
instances,O
of,O
the,O
building,O
exist,O
contained,O
inside,O
space,B_loc_space
5.09,B_name
in,O
14th,B_ordinal
story,B_loc_level
overall how many stair railings instances of the building exist contained inside space 5.09 in 14th story,sentence
overall,O
how,O
many,O
ramp,B_built_obj
flight,I_built_obj
instances,O
of,O
this,O
model,O
is,O
there,O
placed,O
within,O
space,B_loc_space
1C09,B_name
at,O
5th,B_ordinal
floor,B_loc_level
overall how many ramp flight instances of this model is there placed within space 1C09 at 5th floor,sentence
how,O
many,O
staircases,B_built_obj
are,O
available,O
within,O
zone,B_loc_space
2.07,B_name
",",O
in,O
the,O
2nd,B_ordinal
floor,B_loc_level
"how many staircases are available within zone 2.07 , in the 2nd floor",sentence
overall,O
how,O
many,O
members,B_built_obj
objects,O
of,O
this,O
model,O
are,O
modeled,O
contained,O
inside,O
zone,B_loc_space
2C15,B_name
",",O
in,O
the,O
30th,B_ordinal
storey,B_loc_level
"overall how many members objects of this model are modeled contained inside zone 2C15 , in the 30th storey",sentence
overall,O
how,O
many,O
pile,B_built_obj
of,O
the,O
building,O
that,O
exist,O
there,O
placed,O
within,O
zone,B_loc_space
1E+020,B_name
inside,O
twenty-ninth,B_ordinal
storey,B_loc_level
overall how many pile of the building that exist there placed within zone 1E20 inside twenty-ninth storey,sentence
overall,O
how,O
many,O
pile,B_built_obj
of,O
the,O
building,O
are,O
existing,O
placed,O
in,O
space,B_loc_space
A0.01,B_name
at,O
twenty,B_ordinal
sixth,I_ordinal
story,B_loc_level
overall how many pile of the building are existing placed in space A0.01 at twenty sixth story,sentence
tell,O
me,O
how,O
many,O
window,B_built_obj
instances,O
of,O
the,O
building,O
are,O
modeled,O
in,O
space,B_loc_space
1BC1,B_name
in,O
12th,B_ordinal
story,B_loc_level
tell me how many window instances of the building are modeled in space 1BC1 in 12th story,sentence
tell,O
me,O
how,O
many,O
structural,B_built_obj
member,I_built_obj
objects,O
are,O
existing,O
at,O
space,B_loc_space
2DC1,B_name
within,O
second,B_ordinal
story,B_loc_level
tell me how many structural member objects are existing at space 2DC1 within second story,sentence
overall,O
how,O
many,O
curtain,B_built_obj
wall,I_built_obj
items,O
exist,O
placed,O
within,O
room,B_loc_space
1.07,B_name
within,O
27th,B_ordinal
level,B_loc_level
?,O
overall how many curtain wall items exist placed within room 1.07 within 27th level ?,sentence
tell,O
me,O
how,O
many,O
pile,B_built_obj
items,O
exist,O
within,O
room,B_loc_space
2D14,B_name
inside,O
twenty,B_ordinal
second,I_ordinal
level,B_loc_level
tell me how many pile items exist within room 2D14 inside twenty second level,sentence
tell,O
me,O
how,O
many,O
footings,B_built_obj
elements,O
of,O
the,O
model,O
are,O
modeled,O
located,O
in,O
room,B_loc_space
1D20,B_name
within,O
the,O
twenty,B_ordinal
fifth,I_ordinal
level,B_loc_level
?,O
tell me how many footings elements of the model are modeled located in room 1D20 within the twenty fifth level ?,sentence
tell,O
me,O
how,O
many,O
structural,B_built_obj
member,I_built_obj
instances,O
of,O
the,O
model,O
are,O
existing,O
contained,O
in,O
zone,B_loc_space
B201,B_name
within,O
the,O
third,B_ordinal
storey,B_loc_level
tell me how many structural member instances of the model are existing contained in zone B201 within the third storey,sentence
overall,O
how,O
many,O
roof,B_built_obj
exist,O
positioned,O
inside,O
room,B_loc_space
1D18,B_name
in,O
twenty,B_ordinal
fourth,I_ordinal
story,B_loc_level
overall how many roof exist positioned inside room 1D18 in twenty fourth story,sentence
tell,O
me,O
how,O
many,O
stairs,B_built_obj
case,I_built_obj
are,O
modeled,O
placed,O
in,O
space,B_loc_space
1DC5,B_name
in,O
the,O
eighty,B_ordinal
fifth,I_ordinal
level,B_loc_level
tell me how many stairs case are modeled placed in space 1DC5 in the eighty fifth level,sentence
tell,O
me,O
how,O
many,O
shading,B_built_obj
element,I_built_obj
of,O
the,O
model,O
are,O
modeled,O
placed,O
in,O
space,B_loc_space
B205,B_name
in,O
5th,B_ordinal
floor,B_loc_level
?,O
tell me how many shading element of the model are modeled placed in space B205 in 5th floor ?,sentence
how,O
many,O
windows,B_built_obj
elements,O
of,O
the,O
building,O
are,O
modeled,O
located,O
in,O
zone,B_loc_space
1DC3,B_name
",",O
in,O
third,B_ordinal
story,B_loc_level
"how many windows elements of the building are modeled located in zone 1DC3 , in third story",sentence
positioned,O
within,O
level,B_loc_level
6,B_number
5,B_quantity
facade,B_built_obj
shading,I_built_obj
which,O
are,O
contained,O
inside,O
5.06,B_name
positioned within level 6 5 facade shading which are contained inside 5.06,sentence
located,O
within,O
storey,B_loc_level
7,B_number
show,O
1,B_quantity
beams,B_built_obj
placed,O
within,O
room,B_loc_space
2A12-A,B_name
located within storey 7 show 1 beams placed within room 2A12-A,sentence
contained,O
within,O
level,B_loc_level
8,B_number
choose,O
three,B_quantity
elements,O
of,O
plate,B_built_obj
",",O
contained,O
in,O
3.05,B_name
"contained within level 8 choose three elements of plate , contained in 3.05",sentence
within,O
floor,B_loc_level
2,B_number
give,O
six,B_quantity
stair,B_built_obj
flight,I_built_obj
which,O
are,O
within,O
zone,B_loc_space
2C09,B_name
within floor 2 give six stair flight which are within zone 2C09,sentence
positioned,O
in,O
level,B_loc_level
4,B_number
pick,O
10,B_quantity
doorways,B_built_obj
",",O
which,O
are,O
positioned,O
within,O
zone,B_loc_space
2A13,B_name
"positioned in level 4 pick 10 doorways , which are positioned within zone 2A13",sentence
located,O
in,O
floor,B_loc_level
6,B_number
show,O
10,B_quantity
instances,O
of,O
roof,B_built_obj
contained,O
in,O
1C06,B_name
located in floor 6 show 10 instances of roof contained in 1C06,sentence
within,O
level,B_loc_level
4,B_number
",",O
give,O
8,B_quantity
stair,B_built_obj
railing,I_built_obj
which,O
are,O
placed,O
in,O
2A09,B_name
"within level 4 , give 8 stair railing which are placed in 2A09",sentence
placed,O
inside,O
storey,B_loc_level
10,B_number
highlight,O
five,B_quantity
members,B_built_obj
",",O
that,O
are,O
placed,O
in,O
10.01,B_name
"placed inside storey 10 highlight five members , that are placed in 10.01",sentence
positioned,O
within,O
story,B_loc_level
5,B_number
mark,O
doorways,B_built_obj
that,O
are,O
positioned,O
within,O
space,B_loc_space
1C17,B_name
positioned within story 5 mark doorways that are positioned within space 1C17,sentence
positioned,O
within,O
floor,B_loc_level
nine,B_number
choose,O
all,B_quantity
member,B_built_obj
within,O
room,B_loc_space
A101,B_name
positioned within floor nine choose all member within room A101,sentence
located,O
in,O
storey,B_loc_level
eight,B_number
choose,O
four,B_quantity
elements,O
of,O
coverings,B_built_obj
contained,O
inside,O
room,B_loc_space
1A12,B_name
located in storey eight choose four elements of coverings contained inside room 1A12,sentence
within,O
story,B_loc_level
2,B_number
find,O
three,B_quantity
slab,B_built_obj
that,O
are,O
located,O
inside,O
2BS2,B_name
within story 2 find three slab that are located inside 2BS2,sentence
located,O
within,O
level,B_loc_level
6,B_number
",",O
highlight,O
all,B_quantity
wall,B_built_obj
",",O
within,O
room,B_loc_space
2B15,B_name
"located within level 6 , highlight all wall , within room 2B15",sentence
placed,O
in,O
floor,B_loc_level
nine,B_number
four,B_quantity
objects,O
of,O
doorway,B_built_obj
which,O
are,O
placed,O
within,O
B202,B_name
placed in floor nine four objects of doorway which are placed within B202,sentence
contained,O
in,O
story,B_loc_level
9,B_number
for,O
two,B_quantity
finishings,B_built_obj
contained,O
within,O
1C14,B_name
contained in story 9 for two finishings contained within 1C14,sentence
located,O
in,O
story,B_loc_level
2,B_number
show,O
9,B_quantity
pile,B_built_obj
which,O
are,O
contained,O
within,O
1B09,B_name
located in story 2 show 9 pile which are contained within 1B09,sentence
at,O
story,B_loc_level
8,B_number
show,O
one,B_quantity
window,B_built_obj
located,O
in,O
10000,B_name
at story 8 show one window located in 1E04,sentence
contained,O
in,O
storey,B_loc_level
8,B_number
select,O
all,B_quantity
instances,O
of,O
windows,B_built_obj
",",O
that,O
are,O
placed,O
within,O
A0.00,B_name
"contained in storey 8 select all instances of windows , that are placed within A0.00",sentence
placed,O
in,O
storey,B_loc_level
3,B_number
highlight,O
9,B_quantity
items,O
of,O
pile,B_built_obj
contained,O
inside,O
10.06,B_name
placed in storey 3 highlight 9 items of pile contained inside 10.06,sentence
located,O
in,O
level,B_loc_level
nine,B_number
give,O
me,O
three,B_quantity
structural,B_built_obj
members,I_built_obj
which,O
are,O
located,O
within,O
room,B_loc_space
2D07,B_name
located in level nine give me three structural members which are located within room 2D07,sentence
positioned,O
in,O
floor,B_loc_level
six,B_number
find,O
ten,B_quantity
stairs,B_built_obj
case,I_built_obj
which,O
are,O
inside,O
100000,B_name
positioned in floor six find ten stairs case which are inside 1E05,sentence
positioned,O
inside,O
floor,B_loc_level
four,B_number
for,O
two,B_quantity
objects,O
of,O
pile,B_built_obj
that,O
are,O
contained,O
within,O
room,B_loc_space
3.05,B_name
positioned inside floor four for two objects of pile that are contained within room 3.05,sentence
located,O
within,O
floor,B_loc_level
nine,B_number
for,O
3,B_quantity
structural,B_built_obj
member,I_built_obj
which,O
are,O
at,O
zone,B_loc_space
2C04,B_name
located within floor nine for 3 structural member which are at zone 2C04,sentence
contained,O
within,O
level,B_loc_level
ten,B_number
show,O
me,O
4,B_quantity
ramp,B_built_obj
flights,I_built_obj
that,O
are,O
inside,O
space,B_loc_space
4.03,B_name
contained within level ten show me 4 ramp flights that are inside space 4.03,sentence
in,O
floor,B_loc_level
eight,B_number
mark,O
9,B_quantity
elements,O
of,O
stair,B_built_obj
railing,I_built_obj
that,O
are,O
within,O
4.07,B_name
in floor eight mark 9 elements of stair railing that are within 4.07,sentence
contained,O
in,O
story,B_loc_level
three,B_number
show,O
four,B_quantity
doorway,B_built_obj
that,O
are,O
positioned,O
within,O
5.02,B_name
contained in story three show four doorway that are positioned within 5.02,sentence
in,O
story,B_loc_level
ten,B_number
",",O
give,O
me,O
seven,B_quantity
instances,O
of,O
slab,B_built_obj
that,O
are,O
inside,O
2CC5,B_name
"in story ten , give me seven instances of slab that are inside 2CC5",sentence
contained,O
in,O
floor,B_loc_level
1,B_number
highlight,O
10,B_quantity
members,B_built_obj
",",O
that,O
are,O
placed,O
in,O
room,B_loc_space
1F01,B_name
"contained in floor 1 highlight 10 members , that are placed in room 1F01",sentence
located,O
in,O
story,B_loc_level
six,B_number
",",O
highlight,O
ten,B_quantity
instances,O
of,O
staircases,B_built_obj
placed,O
in,O
3R01,B_name
"located in story six , highlight ten instances of staircases placed in 3R01",sentence
within,O
story,B_loc_level
9,B_number
find,O
me,O
10,B_quantity
doors,B_built_obj
that,O
are,O
located,O
in,O
2D20,B_name
within story 9 find me 10 doors that are located in 2D20,sentence
inside,O
level,B_loc_level
three,B_number
mark,O
9,B_quantity
objects,O
of,O
ramps,B_built_obj
which,O
are,O
contained,O
in,O
space,B_loc_space
5.09,B_name
inside level three mark 9 objects of ramps which are contained in space 5.09,sentence
in,O
storey,B_loc_level
7,B_number
give,O
me,O
four,B_quantity
stair,B_built_obj
railings,I_built_obj
that,O
are,O
located,O
within,O
1C12,B_name
in storey 7 give me four stair railings that are located within 1C12,sentence
located,O
inside,O
floor,B_loc_level
seven,B_number
mark,O
1,B_quantity
railings,B_built_obj
in,O
2D06,B_name
located inside floor seven mark 1 railings in 2D06,sentence
within,O
storey,B_loc_level
two,B_number
select,O
6,B_quantity
instances,O
of,O
shading,B_built_obj
elements,I_built_obj
positioned,O
in,O
1D19,B_name
within storey two select 6 instances of shading elements positioned in 1D19,sentence
located,O
within,O
level,B_loc_level
5,B_number
select,O
shading,B_built_obj
elements,I_built_obj
",",O
which,O
are,O
positioned,O
inside,O
2B13,B_name
"located within level 5 select shading elements , which are positioned inside 2B13",sentence
located,O
in,O
storey,B_loc_level
7,B_number
select,O
10,B_quantity
column,B_built_obj
",",O
that,O
are,O
placed,O
inside,O
2B14,B_name
"located in storey 7 select 10 column , that are placed inside 2B14",sentence
inside,O
storey,B_loc_level
5,B_number
select,O
4,B_quantity
railing,B_built_obj
in,O
zone,B_loc_space
2D01,B_name
inside storey 5 select 4 railing in zone 2D01,sentence
in,O
floor,B_loc_level
8,B_number
give,O
four,B_quantity
objects,O
of,O
member,B_built_obj
that,O
are,O
contained,O
inside,O
space,B_loc_space
10.01,B_name
in floor 8 give four objects of member that are contained inside space 10.01,sentence
positioned,O
inside,O
level,B_loc_level
three,B_number
find,O
me,O
nine,B_quantity
doorway,B_built_obj
which,O
are,O
contained,O
inside,O
8.05,B_name
positioned inside level three find me nine doorway which are contained inside 8.05,sentence
located,O
in,O
level,B_loc_level
two,B_number
find,O
one,B_quantity
column,B_built_obj
that,O
are,O
within,O
8.02,B_name
located in level two find one column that are within 8.02,sentence
at,O
storey,B_loc_level
six,B_number
give,O
seven,B_quantity
ramps,B_built_obj
",",O
located,O
within,O
1C09,B_name
"at storey six give seven ramps , located within 1C09",sentence
inside,O
storey,B_loc_level
3,B_number
highlight,O
nine,B_quantity
roof,B_built_obj
that,O
are,O
in,O
4.07,B_name
inside storey 3 highlight nine roof that are in 4.07,sentence
within,O
floor,B_loc_level
10,B_number
for,O
four,B_quantity
finishing,B_built_obj
which,O
are,O
located,O
inside,O
2B19,B_name
within floor 10 for four finishing which are located inside 2B19,sentence
within,O
floor,B_loc_level
five,B_number
show,O
stairs,B_built_obj
case,I_built_obj
that,O
are,O
contained,O
inside,O
1A15,B_name
within floor five show stairs case that are contained inside 1A15,sentence
contained,O
within,O
level,B_loc_level
six,B_number
find,O
each,B_quantity
windows,B_built_obj
that,O
are,O
within,O
room,B_loc_space
2D14,B_name
contained within level six find each windows that are within room 2D14,sentence
contained,O
in,O
floor,B_loc_level
6,B_number
for,O
5,B_quantity
objects,O
of,O
doors,B_built_obj
",",O
located,O
within,O
4.02,B_name
"contained in floor 6 for 5 objects of doors , located within 4.02",sentence
placed,O
in,O
story,B_loc_level
7,B_number
",",O
highlight,O
ten,B_quantity
objects,O
of,O
ramp,B_built_obj
flights,I_built_obj
